Date,Temperature
2020-04-27,21.76314393519695
2020-04-28,22.444887769185446
2020-04-29,21.6624354567814
2020-04-30,21.435634062680492
2020-05-01,20.3401994461779
2020-05-02,22.087862011454764
2020-05-03,18.81287257125353
2020-05-04,22.485515918461317
2020-05-05,18.890614790676068
2020-05-06,19.88485769054554
2020-05-07,14.039680672378184
2020-05-08,17.598991568918475
2020-05-09,23.119990183074663
2020-05-10,10.471321254728082
2020-05-11,14.39424214805934
2020-05-12,15.203888376251609
2020-05-13,20.32892193681254
2020-05-14,18.217526939461234
2020-05-15,17.715413862519306
2020-05-16,17.586452948736245
2020-05-17,16.13948359769354
2020-05-18,20.99230757319574
2020-05-19,17.844568041556965
2020-05-20,14.96517238448259
2020-05-21,15.12748462291033
2020-05-22,17.364354126271643
2020-05-23,17.545320073847773
2020-05-24,14.084880226959863
2020-05-25,13.601563988644775
2020-05-26,11.439209359804787
2020-05-27,12.746775270136286
2020-05-28,13.133824836837684
2020-05-29,15.553182133427626
2020-05-30,12.98805732794023
2020-05-31,11.436107128319147
2020-06-01,15.285716158135994
2020-06-02,12.257922578087577
2020-06-03,12.252693127149083
2020-06-04,18.779873136386772
2020-06-05,11.08067988333888
2020-06-06,12.835342622151693
2020-06-07,13.637908347336065
2020-06-08,10.51445043234722
2020-06-09,12.877940309693738
2020-06-10,14.579798233850138
2020-06-11,9.739067287734168
2020-06-12,5.660601961511505
2020-06-13,9.370862632486471
2020-06-14,9.768949973257312
2020-06-15,7.936349502177424
2020-06-16,10.282046279672194
2020-06-17,10.020105482611003
2020-06-18,13.18865930163313
2020-06-19,13.390240513478716
2020-06-20,12.995253328545783
2020-06-21,9.451156135337586
2020-06-22,6.395753610079192
2020-06-23,6.799512927849442
2020-06-24,12.830845043266459
2020-06-25,8.926521369991068
2020-06-26,11.08765676444061
2020-06-27,6.353036233623865
2020-06-28,11.326227856044786
2020-06-29,7.480487985689466
2020-06-30,8.992358784369758
2020-07-01,9.691781755446895
2020-07-02,12.280937075115098
2020-07-03,5.831792597979801
2020-07-04,12.668454514054204
2020-07-05,9.69968763823728
2020-07-06,10.1759882282886
2020-07-07,9.328911988139476
2020-07-08,12.134546393113727
2020-07-09,10.789416015394343
2020-07-10,16.60695604060966
2020-07-11,9.711172000353269
2020-07-12,8.031002176158731
2020-07-13,6.613636252048861
2020-07-14,6.148978467792518
2020-07-15,11.552834506890965
2020-07-16,8.507389499857755
2020-07-17,8.955433666270267
2020-07-18,11.792306092646516
2020-07-19,10.349760576848109
2020-07-20,10.347671878146848
2020-07-21,8.934977408863922
2020-07-22,12.700341728124883
2020-07-23,8.898685810356138
2020-07-24,9.630909081950932
2020-07-25,10.753881146063259
2020-07-26,15.280168262891976
2020-07-27,10.887984721808705
2020-07-28,12.416355342429924
2020-07-29,13.112289587475468
2020-07-30,19.58859515678069
2020-07-31,8.579976213928848
2020-08-01,16.55104137515105
2020-08-02,11.981987194609085
2020-08-03,11.583298520016296
2020-08-04,16.72649029772023
2020-08-05,12.866141559563312
2020-08-06,13.256272412995983
2020-08-07,8.027379320415807
2020-08-08,16.603828850752837
2020-08-09,15.062513762209901
2020-08-10,12.91113956651915
2020-08-11,14.916533413700618
2020-08-12,16.021405505020706
2020-08-13,16.304519851455986
2020-08-14,15.707521417566246
2020-08-15,13.642508874729957
2020-08-16,20.98843224774194
2020-08-17,15.718602781783556
2020-08-18,17.93598452638841
2020-08-19,16.70625415037364
2020-08-20,13.990820025735182
2020-08-21,13.509315740409136
2020-08-22,14.536851009506066
2020-08-23,16.059099591602344
2020-08-24,16.07298335296927
2020-08-25,19.679557452794604
2020-08-26,18.791454996498018
2020-08-27,19.195487800601658
2020-08-28,21.60971265682424
2020-08-29,13.142787684223975
2020-08-30,19.36204792755846
2020-08-31,23.73120410720024
2020-09-01,18.929623576961657
2020-09-02,23.892674106346853
2020-09-03,19.203575697765356
2020-09-04,20.120018300132873
2020-09-05,21.978356930281382
2020-09-06,19.556050818670084
2020-09-07,26.04930857113562
2020-09-08,25.679058187079423
2020-09-09,23.583502880772933
2020-09-10,20.274347070520307
2020-09-11,19.9029701502519
2020-09-12,22.496760919264066
2020-09-13,21.637273853982755
2020-09-14,25.05315456664522
2020-09-15,24.28238496840391
2020-09-16,23.28817392695
2020-09-17,23.935054522486727
2020-09-18,18.911623105182134
2020-09-19,26.69238390949126
2020-09-20,25.852762109665374
2020-09-21,22.486228691333277
2020-09-22,26.02561003510004
2020-09-23,23.769446367557126
2020-09-24,28.20000607196061
2020-09-25,25.956005536265888
2020-09-26,27.889171598049103
2020-09-27,26.393842868174623
2020-09-28,25.828661147260902
2020-09-29,27.402100598062884
2020-09-30,27.040305410906576
2020-10-01,30.228007503807984
2020-10-02,30.858031294688672
2020-10-03,26.271585229098143
2020-10-04,31.441877236428407
2020-10-05,28.200319420995413
2020-10-06,32.24953051627885
2020-10-07,29.68645537136898
2020-10-08,26.5985665988227
2020-10-09,28.661318882098147
2020-10-10,28.034211133788112
2020-10-11,29.084411121834737
2020-10-12,26.516669374741078
2020-10-13,24.177067091273376
2020-10-14,28.62943577916084
2020-10-15,29.341081549595838
2020-10-16,25.642783147129748
2020-10-17,27.681387677303036
2020-10-18,32.43488764714015
2020-10-19,26.3521611614807
2020-10-20,27.89740759677627
2020-10-21,27.915889106979197
2020-10-22,30.10354489293241
2020-10-23,29.008293596421257
2020-10-24,31.63052545567073
2020-10-25,34.972271815872155
2020-10-26,32.12500078310916
2020-10-27,32.393946887537695
2020-10-28,32.929199136826284
2020-10-29,30.592685405097164
2020-10-30,26.538296458874758
2020-10-31,34.12321632394277
2020-11-01,33.14000765436877
2020-11-02,30.53488276614904
2020-11-03,30.64348246757751
2020-11-04,27.099649476202732
2020-11-05,23.222342664655642
2020-11-06,28.059428488733715
2020-11-07,28.22736251654408
2020-11-08,26.84844821990428
2020-11-09,23.723159568268272
2020-11-10,32.583734027148566
2020-11-11,30.494200222684054
2020-11-12,33.28359985526835
2020-11-13,29.26035026251891
2020-11-14,28.08290054432901
2020-11-15,29.571890428037015
2020-11-16,29.181988354707723
2020-11-17,27.727153120542052
2020-11-18,29.23951018239814
2020-11-19,25.369100976837835
2020-11-20,28.481959907061547
2020-11-21,29.939717942756147
2020-11-22,30.475920615655845
2020-11-23,33.865820961195716
2020-11-24,30.622604001553476
2020-11-25,28.74903660978068
2020-11-26,27.54002879486591
2020-11-27,27.530252508640896
2020-11-28,24.08778434641714
2020-11-29,29.699079450972
2020-11-30,28.107201150285203
2020-12-01,28.98753116429282
2020-12-02,22.682833986521754
2020-12-03,26.756492111362462
2020-12-04,23.984719933663108
2020-12-05,27.66246746307443
2020-12-06,31.620919448128255
2020-12-07,23.326532461766817
2020-12-08,29.897471385151544
2020-12-09,23.84691466951862
2020-12-10,26.943866127022257
2020-12-11,24.608914417183072
2020-12-12,24.369262238718296
2020-12-13,24.78021291606718
2020-12-14,27.021167539218
2020-12-15,21.71412556506834
2020-12-16,24.16234569079406
2020-12-17,17.878727775561984
2020-12-18,23.45007810559077
2020-12-19,19.39464245969143
2020-12-20,19.93212546521378
2020-12-21,22.43207909410814
2020-12-22,24.033496147300475
2020-12-23,22.419741685840787
2020-12-24,19.190328726059857
2020-12-25,22.724913111478564
2020-12-26,19.375273287422687
2020-12-27,23.33887218544704
2020-12-28,17.533420038502992
2020-12-29,18.07260482214015
2020-12-30,22.61984594825309
2020-12-31,24.931218711373894
